chr strand tss gene
chr1 + 20959947 PINK1
chr8 - 10622470 PINX1
chr7 + 142829173 PIP
chr10 - 22823765 PIP4K2A
chr17 - 36921943 PIP4K2B
chr12 + 57984941 PIP4K2C
chr1 + 151171020 PIP5K1A
chr9 + 71320329 PIP5K1B
chr19 - 3636598 PIP5K1C
chr6 + 7986334 PIP5K1P1
chr9 - 130683807 PIP5KL1
chr17 + 27369917 PIPOX
chr10 - 95717896 PIPSL
chrX - 15402923 PIR
chr17 - 10725791 PIRT
chr22 - 32014476 PISD
chr3 - 138951833 PISRT1
chr17 - 1421282 PITPNA
chr22 - 28247656 PITPNB
chr17 + 65373396 PITPNC1
chr11 - 67259238 PITPNM1
chr12 - 123468026 PITPNM2
chr17 - 6354582 PITPNM3
chr10 - 3179918 PITRM1
chr5 - 134363423 PITX1
chr4 - 111538579 PITX2
chr10 - 103989945 PITX3
chr12 + 130822432 PIWIL1
chr8 + 22132809 PIWIL2
chr22 - 25115000 PIWIL3
chr11 + 94300473 PIWIL4
chrX - 68380580 PJA1
chr5 - 108670409 PJA2
chr16 - 2138710 PKD1
chr7 - 47814249 PKD1L1
chr16 - 81134483 PKD1L2
chr16 - 71963440 PKD1L3
chr4 + 88928798 PKD2
chr10 - 102047902 PKD2L1
chr5 + 137225124 PKD2L2
chr2 + 42275160 PKDCC
chr22 - 46651559 PKDREJ
chr6 - 51480144 PKHD1
chr8 + 110374705 PKHD1L1
chr8 + 79428335 PKIA
chr6 + 122973873 PKIB
chr20 + 43160421 PKIG
chr1 - 155259083 PKLR
chr16 - 3022791 PKMYT1
chr19 + 14544165 PKN1
chr1 + 89149826 PKN2
chr9 + 131464782 PKN3
chr21 + 44394619 PKNOX1
chr11 + 125034558 PKNOX2
chr1 + 201252579 PKP1
chr12 - 32943679 PKP2
chr11 + 394182 PKP3
chr2 + 159313391 PKP4
chr3 + 119316694 PLA1A
chr16 - 14766404 PLA2G10
chr4 - 110631144 PLA2G12A
chr10 - 74694519 PLA2G12B
chr16 + 68279246 PLA2G15
chr11 - 63341943 PLA2G16
chr12 - 120759913 PLA2G1B
chr1 - 20301923 PLA2G2A
chr1 - 20489584 PLA2G2C
chr1 - 20439142 PLA2G2D
chr1 - 20246799 PLA2G2E
chr1 + 20465822 PLA2G2F
chr22 - 31530792 PLA2G3
chr1 + 186798031 PLA2G4A
chr19 - 48551099 PLA2G4C
chr15 - 42359880 PLA2G4D
chr15 - 42273779 PLA2G4E
chr15 - 42433331 PLA2G4F
chr1 + 20396700 PLA2G5
chr22 - 38507501 PLA2G6
chr6 - 46672052 PLA2G7
chr2 - 160797259 PLA2R1
chr9 - 26903447 PLAA
chrX - 133699872 PLAC1
chr21 - 42547157 PLAC4
chr4 - 84011210 PLAC8
chr5 - 145463875 PLAC8L1
chr10 + 81892257 PLAC9
chr8 - 57073467 PLAG1
chr6 - 144261436 PLAGL1
chr20 - 30780306 PLAGL2
chr8 - 42032235 PLAT
chr10 + 75670858 PLAU
chr19 - 44152718 PLAUR
chr2 + 28718937 PLB1
chr12 - 14656596 PLBD1
chr12 + 113796370 PLBD2
chr20 + 8112911 PLCB1
chr15 - 40580097 PLCB2
chr11 + 64018994 PLCB3
chr20 + 9198036 PLCB4
chr3 - 38048986 PLCD1
chr17 - 43189007 PLCD3
chr2 + 219472487 PLCD4
chr10 + 95753745 PLCE1
chr20 + 39766160 PLCG1
chr16 + 81812862 PLCG2
chr3 - 155197670 PLCH1
chr1 + 2398897 PLCH2
chr2 + 198669425 PLCL1
chr3 + 16926451 PLCL2
chrX + 198060 PLCXD1
chr3 + 111393522 PLCXD2
chr5 - 41307047 PLCXD3
chr12 - 18836113 PLCZ1
chr3 - 171318194 PLD1
chr17 + 4710395 PLD2
chr19 + 40865548 PLD3
chr14 + 105391152 PLD4
chr1 - 242251688 PLD5
chr17 - 17104308 PLD6
chr8 - 144989314 PLEC
chr2 + 68592321 PLEK
chr14 - 67853695 PLEK2
chr10 + 124134093 PLEKHA1
chr8 + 38758752 PLEKHA2
chr2 + 179345198 PLEKHA3
chr19 - 49340353 PLEKHA4
chr12 + 19282625 PLEKHA5
chr1 - 204187978 PLEKHA6
chr11 - 16809206 PLEKHA7
chr7 + 30067976 PLEKHA8
chr11 + 73358593 PLEKHB1
chr2 + 131862419 PLEKHB2
chr19 + 30156326 PLEKHF1
chr8 + 96145948 PLEKHF2
chr6 + 151042068 PLEKHG1
chr19 + 39903749 PLEKHG2
chr14 + 65171125 PLEKHG3
chr16 + 67312059 PLEKHG4
chr5 + 140372 PLEKHG4B
chr1 - 6526151 PLEKHG5
chr12 + 6421816 PLEKHG6
chr12 + 93130264 PLEKHG7
chr14 + 68000007 PLEKHH1
chr2 + 43864438 PLEKHH2
chr17 - 40819931 PLEKHH3
chr19 - 2229950 PLEKHJ1
chr17 - 43513265 PLEKHM1
chr1 + 16010797 PLEKHM2
chr2 - 208686011 PLEKHM3
chr1 + 901876 PLEKHN1
chr1 + 150121623 PLEKHO1
chr15 + 65134081 PLEKHO2
chr6 + 161123224 PLG
chr2 + 106998569 PLGLA
chr2 - 87237587 PLGLB2
chr15 - 90207599 PLIN1
chr9 - 19115758 PLIN2
chr19 - 4838345 PLIN3
chr19 - 4502191 PLIN4
chr19 - 4522543 PLIN5
chr16 + 23690092 PLK1
chr5 - 57749809 PLK2
chr1 + 45265896 PLK3
chr4 + 128802015 PLK4
chr16 - 57290008 PLLP
chr6 + 118869425 PLN
chr1 + 11994723 PLOD1
chr3 - 145787227 PLOD2
chr7 - 100849257 PLOD3
chrX + 103031780 PLP1
chrX + 49028183 PLP2
chr4 - 155456148 PLRG1
chr3 + 142315228 PLS1
chrX + 114827818 PLS3
chr3 - 146232966 PLSCR1
chr3 - 146151074 PLSCR2
chr17 - 7293046 PLSCR3
chr3 - 145910123 PLSCR4
chr3 - 146294341 PLSCR5
chr20 - 44527258 PLTP
chr19 - 17462256 PLVAP
chr17 - 37219555 PLXDC1
chr10 + 20105371 PLXDC2
chr3 + 126707436 PLXNA1
chr1 - 208195587 PLXNA2
chrX + 153686620 PLXNA3
chr7 - 132169520 PLXNA4
chr3 - 48445260 PLXNB1
chr22 - 50713407 PLXNB2
chrX + 153029650 PLXNB3
chr12 + 94656296 PLXNC1
chr3 - 129274055 PLXND1
chr1 - 205797149 PM20D1
chr6 + 89855768 PM20D2
chr18 + 57567191 PMAIP1
chr12 - 102590236 PMCH
chr5 + 22142460 PMCHL1
chr5 + 70671611 PMCHL2
chr20 - 56223447 PMEPA1
chr1 + 156182778 PMF1
chr16 - 72152995 PMFBP1
chr15 + 74287013 PML
chr22 - 41972889 PMM1
chr16 + 8891669 PMM2
chr8 - 82352562 PMP2
chr17 - 15133093 PMP22
chr9 + 139305024 PMPCA
chr7 + 102937872 PMPCB
chr2 + 190648810 PMS1
chr7 - 6010555 PMS2
chr7 + 6774935 PMS2CL
chr1 - 154897207 PMVK
chrX - 152935187 PNCK
chr2 + 219135114 PNKD
chr19 - 50364459 PNKP
chr6 + 160221280 PNLDC1
chr10 + 118305435 PNLIP
chr10 + 118350470 PNLIPRP1
chr10 + 118380464 PNLIPRP2
chr10 + 118187423 PNLIPRP3
chr14 - 74178485 PNMA1
chr8 - 26362195 PNMA2
chrX + 152224765 PNMA3
chrX - 152157367 PNMA5
chrX + 152240796 PNMA6A
chr19 - 46969747 PNMAL1
chr19 - 46994447 PNMAL2
chr17 + 37824233 PNMT
chr14 + 39644386 PNN
chr2 + 68384961 PNO1
chr8 + 28196164 PNOC
chr14 + 20937537 PNP
chr6 + 36210944 PNPLA1
chr11 + 818900 PNPLA2
chr22 + 44319618 PNPLA3
chrX - 7866803 PNPLA4
chr22 - 44275557 PNPLA5
chr19 + 7599127 PNPLA6
chr9 - 140354403 PNPLA7
chr7 - 108110865 PNPLA8
chr17 + 46018888 PNPO
chr2 - 55861197 PNPT1
chr6 + 89790428 PNRC1
chr1 + 24286300 PNRC2
chr3 - 52109248 POC1A
chr12 - 89813497 POC1B
chr5 - 74970023 POC5
chr1 + 53527723 PODN
chr19 - 14041999 PODNL1
chr7 - 131185020 PODXL
chr3 + 127348001 PODXL2
chrX - 84532394 POF1B
chr20 + 30795695 POFUT1
chr21 - 46683842 POFUT2
chr1 + 166808640 POGK
chr1 - 151375199 POGZ
chrX + 24711949 POLA1
chr11 + 65029322 POLA2
chr8 + 42195972 POLB
chr19 + 50902108 POLD1
chr7 - 44154278 POLD2
chr11 + 74303574 POLD3
chr11 - 67118235 POLD4
chr17 - 26673653 POLDIP2
chr22 - 42979726 POLDIP3
chr12 - 133200347 POLE
chr14 - 50116898 POLE2
chr9 - 116169518 POLE3
chr2 + 75185769 POLE4
chr15 - 89859535 POLG
chr17 - 62473901 POLG2
chr6 + 43543877 POLH
chr18 + 51795848 POLI
chr5 + 74807574 POLK
chr10 - 103338638 POLL
chr7 - 44111660 POLM
chr4 - 2073684 POLN
chr3 - 121150272 POLQ
chr2 - 86251568 POLR1A
chr2 + 113299491 POLR1B
chr6 + 43484761 POLR1C
chr13 + 28195915 POLR1D
chr9 + 37485931 POLR1E
chr17 + 7387697 POLR2A
chr4 + 57844805 POLR2B
chr16 + 57496550 POLR2C
chr2 - 128603839 POLR2D
chr19 - 1086577 POLR2E
chr22 + 38349669 POLR2F
chr11 + 62529010 POLR2G
chr3 + 184080770 POLR2H
chr19 - 36604610 POLR2I
chr7 - 102113547 POLR2J
chr7 - 102277194 POLR2J2
chr7 - 102178365 POLR2J3
chr7 - 43980493 POLR2J4
chr8 + 101162838 POLR2K
chr11 - 839720 POLR2L
chr10 - 79734906 POLR3A
chr12 + 106751435 POLR3B
chr1 - 145590666 POLR3C
chr8 + 22102618 POLR3D
chr16 + 22308695 POLR3E
chr20 + 18448032 POLR3F
chr5 + 89770680 POLR3G
chr1 - 145456235 POLR3GL
chr22 - 41921805 POLR3H
chr16 - 96978 POLR3K
chr19 - 617222 POLRMT
chr7 + 72349905 POM121
chr7 - 75046059 POM121C
chr22 - 25041132 POM121L10P
chr7 + 53103348 POM121L12
chr22 - 22974027 POM121L1P
chr6 - 27276841 POM121L2
chr22 + 21043842 POM121L4P
chr22 + 21636713 POM121L8P
chr22 + 24647588 POM121L9P
chr2 - 25383721 POMC
chr1 - 46654352 POMGNT1
chr13 + 29233140 POMP
chr9 + 134378288 POMT1
chr14 - 77741298 POMT2
chr7 - 76239302 POMZP3
chr7 - 94927668 PON1
chr7 - 95034173 PON2
chr7 - 94989183 PON3
chr8 + 99129520 POP1
chr19 + 30097169 POP4
chr12 - 121016847 POP5
chr7 + 100303675 POP7
chr3 - 119360898 POPDC2
chr6 - 105605774 POPDC3
chr7 + 75544419 POR
chrX + 48367346 PORCN
chr13 - 38136718 POSTN
chr7 - 124462439 POT1
chr8 + 43147584 POTEA
chr15 - 22051852 POTEB
chr18 - 14507348 POTEC
chr21 + 14982497 POTED
chr2 + 131975923 POTEE
chr2 - 130831107 POTEF
chr14 + 19553364 POTEG
chr22 - 16256331 POTEH
chr3 - 87308782 POU1F1
chr11 - 111222980 POU2AF1
chr1 + 167190065 POU2F1
chr19 - 42590261 POU2F2
chr11 + 120107348 POU2F3
chr1 - 38509522 POU3F1
chr6 + 99282579 POU3F2
chr2 + 105470525 POU3F3
chrX + 82763268 POU3F4
chr13 - 79173229 POU4F1
chr4 + 147560044 POU4F2
chr5 + 145718586 POU4F3
chr6_ssto_hap7 - 2467050 POU5F1
chr8 + 128427856 POU5F1B
chr5 - 93076014 POU5F2
chr12 - 51580718 POU6F1
chr7 + 39017608 POU6F2
chr2 - 241388835 PP14571
chr10 - 71962585 PPA1
chr4 - 106290233 PPA2
chr19 + 10216898 PPAN
chr19 + 10216898 PPAN-P2RY11
chr22 + 46546498 PPARA
chr6 + 35310334 PPARD
chr3 + 12329348 PPARG
chr4 - 23793643 PPARGC1A
chr5 + 149109814 PPARGC1B
chr4 - 57259528 PPAT
chr4 - 74852155 PPBP
chr15 + 75315895 PPCDC
chr1 + 42922011 PPCS
chr20 + 62152132 PPDPF
chrX + 18709044 PPEF1
chr4 - 76781025 PPEF2
chr11 + 70116805 PPFIA1
chr12 - 81651753 PPFIA2
chr19 + 49622645 PPFIA3
chr1 + 202995648 PPFIA4
chr12 + 27677044 PPFIBP1
chr11 + 7534995 PPFIBP2
chr12 + 42719946 PPHLN1
chr7 + 44836234 PPIA
chr1 - 144363461 PPIAL4C
chr1 - 148201751 PPIAL4D
chr1 + 148806014 PPIAL4E
chr1 - 143767143 PPIAL4G
chr15 - 64448013 PPIB
chr5 - 122359077 PPIC
chr4 - 159630278 PPID
chr1 + 40204516 PPIE
chr1 - 39987951 PPIEL
chr10 + 81107219 PPIF
chr2 + 170440849 PPIG
chr1 + 43124047 PPIH
chr6 - 36822605 PPIL1
chr22 + 22020272 PPIL2
chr2 - 201735678 PPIL3
chr6 - 149825630 PPIL4
chr6 - 109711417 PPIL6
chr15 - 43825659 PPIP5K1
chr5 + 102455951 PPIP5K2
chr16 - 4932507 PPL
chr14 + 60715965 PPM1A
chr2 + 44395941 PPM1B
chr17 + 58677543 PPM1D
chr17 + 56833229 PPM1E
chr22 - 22273791 PPM1F
chr2 - 27604065 PPM1G
chr12 - 63037762 PPM1H
chr1 - 113252615 PPM1J
chr4 - 89178760 PPM1K
chr3 + 160473991 PPM1L
chr3 + 52279808 PPM1M
chr19 + 46001730 PPM1N
chr11 + 73882107 PPME1
chr1 + 161136180 PPOX
chr11 - 67165651 PPP1CA
chr2 + 28974625 PPP1CB
chr12 - 111157612 PPP1CC
chr6_dbb_hap3 - 1861814 PPP1R10
chr6_ssto_hap7 + 1365371 PPP1R11
chr12 - 80167342 PPP1R12A
chr1 + 202317829 PPP1R12B
chr19 - 55602280 PPP1R12C
chr14 - 104200087 PPP1R13B
chr19 - 45882891 PPP1R13L
chr19 - 38741876 PPP1R14A
chr11 - 64011950 PPP1R14B
chr6 + 150464187 PPP1R14C
chr15 - 41107642 PPP1R14D
chr19 + 49375648 PPP1R15A
chr1 - 204372491 PPP1R15B
chr8 + 145703733 PPP1R16A
chr20 + 37434335 PPP1R16B
chr12 - 54973023 PPP1R1A
chr17 + 37783176 PPP1R1B
chr2 + 182850550 PPP1R1C
chr3 - 195241217 PPP1R2
chr5 + 156277548 PPP1R2P3
chrX - 42636616 PPP1R2P9
chr7 - 113516881 PPP1R3A
chr8 - 8993763 PPP1R3B
chr10 - 93388197 PPP1R3C
chr20 - 58511886 PPP1R3D
chr14 - 23765129 PPP1R3E
chrX + 49126305 PPP1R3F
chr6 + 5085719 PPP1R3G
chr2 + 242089072 PPP1R7
chr1 + 28157251 PPP1R8
chr7 + 94539209 PPP1R9A
chr17 - 48211098 PPP1R9B
chr5 - 133532147 PPP2CA
chr8 - 30643125 PPP2CB
chr19 + 52693054 PPP2R1A
chr11 - 111608604 PPP2R1B
chr8 + 26150731 PPP2R2A
chr5 - 145969067 PPP2R2B
chr4 - 6322304 PPP2R2C
chr10 + 133747954 PPP2R2D
chr3 + 135741576 PPP2R3A
chrX - 294667 PPP2R3B
chr14 - 35554673 PPP2R3C
chr1 + 212475147 PPP2R5A
chr11 + 64692142 PPP2R5B
chr14 + 102228134 PPP2R5C
chr6 + 42952236 PPP2R5D
chr14 - 63840609 PPP2R5E
chr4 - 101944586 PPP3CA
chr10 - 75196185 PPP3CB
chr8 + 22298482 PPP3CC
chr2 - 68405988 PPP3R1
chr9 - 104353896 PPP3R2
chr16 + 30087296 PPP4C
chr18 - 9546788 PPP4R1
chr20 - 56807832 PPP4R1L
chr3 + 73045935 PPP4R2
chr14 + 94640648 PPP4R4
chr19 + 46850250 PPP5C
chr9 - 127908851 PPP6C
chr10 + 103892750 PPRC1
chr1 - 40538381 PPT1
chr6_mann_hap4 + 3464619 PPT2
chr12 - 110972236 PPTC7
chr5 + 64859062 PPWD1
chr17 - 42018169 PPY
chrX + 48755212 PQBP1
chr18 - 77662419 PQLC1
chr1 + 19638739 PQLC2
chr2 + 11295497 PQLC3
chrX - 48928812 PRAF2
chr19 - 8554939 PRAM1
chr22 - 22890117 PRAME
chr1 + 12851545 PRAMEF1
chr1 + 13409127 PRAMEF10
chr1 - 12884617 PRAMEF11
chr1 + 12834990 PRAMEF12
chr1 - 13447413 PRAMEF13
chr1 - 13447413 PRAMEF14
chr1 + 13495257 PRAMEF17
chr1 + 13035498 PRAMEF18
chr1 + 12916940 PRAMEF2
chr1 + 13516065 PRAMEF20
chr1 + 13035542 PRAMEF22
chr1 - 12939032 PRAMEF4
chr1 - 13108513 PRAMEF5
chr1 - 12998301 PRAMEF6
chr1 + 12976466 PRAMEF8
chr1 - 12998504 PRAMEF9
chr10 + 135160843 PRAP1
chr12 - 11504756 PRB1
chr12 - 11544473 PRB2
chr12 - 11418846 PRB3
chr12 - 11460014 PRB4
chr15 - 91509267 PRC1
chr1 + 156737273 PRCC
chr17 + 74523667 PRCD
chr11 - 82533982 PRCP
chr6 + 106546736 PRDM1
chr11 - 129769600 PRDM10
chr11 + 45168893 PRDM11
chr9 + 133539980 PRDM12
chr6 + 100054649 PRDM13
chr8 - 70963885 PRDM14
chr21 - 43218384 PRDM15
chr1 + 2985741 PRDM16
chr1 + 14026734 PRDM2
chr12 - 108126642 PRDM4
chr4 - 121613067 PRDM5
chr5 + 122424840 PRDM6
chr16 - 90122973 PRDM7
chr4 + 81118656 PRDM8
chr5 + 23507717 PRDM9
chr1 - 45976706 PRDX1
chr19 - 12907633 PRDX2
chr10 - 120927210 PRDX3
chrX + 23685644 PRDX4
chr11 + 64085559 PRDX5
chr1 + 173446485 PRDX6
chr2 - 27353624 PREB
chr5 + 176730762 PRELID1
chr5 - 145135906 PRELID2
chr1 + 203444882 PRELP
chr6 - 105725441 PREP
chr2 - 44544747 PREPL
chr20 - 47240792 PREX1
chr8 + 68864349 PREX2
chr10 - 72357103 PRF1
chr19 + 43853207 PRG1
chr11 - 57154259 PRG2
chr11 - 57144241 PRG3
chr1 + 186265404 PRG4
chr12 - 11033559 PRH1
chr12 + 11081834 PRH2
chr12 - 42852139 PRICKLE1
chr3 - 64079525 PRICKLE2
chrX - 49031150 PRICKLE3
chr6 + 41748499 PRICKLE4
chr12 - 57125363 PRIM1
chr6 + 57182414 PRIM2
chr14 - 94184643 PRIMA1
chr5 - 40759480 PRKAA1
chr1 + 57110989 PRKAA2
chr12 + 120105760 PRKAB1
chr1 - 146626684 PRKAB2
chr19 - 14202506 PRKACA
chr1 + 84543657 PRKACB
chr9 - 71627448 PRKACG
chr12 - 49396054 PRKAG1
chr7 - 151253200 PRKAG2
chr2 - 219687105 PRKAG3
chr17 + 66409763 PRKAR1A
chr7 - 588833 PRKAR1B
chr3 - 48789017 PRKAR2A
chr7 + 106685177 PRKAR2B
chr17 + 64298925 PRKCA
chr16 + 23847299 PRKCB
chr3 + 53195536 PRKCD
chr11 - 6340175 PRKCDBP
chr2 + 45879042 PRKCE
chr19 + 54385437 PRKCG
chr14 + 61788160 PRKCH
chr3 + 169940219 PRKCI
chr10 - 6469104 PRKCQ
chr19 + 11546077 PRKCSH
chr1 + 1981908 PRKCZ
chr14 - 30045686 PRKD1
chr19 - 47177572 PRKD2
chr2 - 37477645 PRKD3
chr8 - 48685668 PRKDC
chr10 + 52750910 PRKG1
chr4 - 82008523 PRKG2
chr2 - 179296140 PRKRA
chr7 + 102036803 PRKRIP1
chrX - 3522383 PRKX
chrY + 7142012 PRKY
chr6 - 22287472 PRL
chr2 + 238475216 PRLH
chr10 - 120352915 PRLHR
chr5 - 35048860 PRLR
chr16 - 11374692 PRM1
chr16 - 11369492 PRM2
chr16 - 11367055 PRM3
chr19 + 50180408 PRMT1
chr21 + 48055506 PRMT2
chr11 + 20409075 PRMT3
chr14 - 23389719 PRMT5
chr1 + 107599266 PRMT6
chr16 + 68344876 PRMT7
chr12 + 3600363 PRMT8
chr20 + 4702499 PRND
chr20 + 4666739 PRNP
chr20 - 4711927 PRNT
chr2 + 128175995 PROC
chr17 - 27030214 PROCA1
chr20 + 33759739 PROCR
chr22 - 18900286 PRODH
chr19 - 36290891 PRODH2
chr1 + 110993787 PROK1
chr3 - 71820805 PROK2
chr2 + 68870719 PROKR1
chr20 - 5281845 PROKR2
chr4 - 15969848 PROM1
chr2 + 95940195 PROM2
chr5 - 177419235 PROP1
chr3 - 93591880 PROS1
chr1 + 214161843 PROX1
chr14 - 75319735 PROX2
chr13 + 113812967 PROZ
chr10 + 13628938 PRPF18
chr11 - 60658019 PRPF19
chr1 + 150293927 PRPF3
chr19 + 54618789 PRPF31
chr1 + 52870218 PRPF38A
chr1 + 109234931 PRPF38B
chr14 + 45553301 PRPF39
chr9 + 116037913 PRPF4
chr2 - 153508106 PRPF40A
chr12 + 50017402 PRPF40B
chr6 + 4021568 PRPF4B
chr20 + 62612430 PRPF6
chr17 - 1553922 PRPF8
chr12 + 49688908 PRPH
chr6 - 42664332 PRPH2
chrX + 106871653 PRPS1
chr7 - 18066399 PRPS1L1
chrX + 12809473 PRPS2
chr17 - 74306867 PRPSAP1
chr17 + 18761380 PRPSAP2
chr17 + 57232859 PRR11
chr19 + 50094899 PRR12
chr12 + 53835432 PRR13
chr16 + 30662187 PRR14
chr7 + 29603426 PRR15
chr17 - 46029333 PRR15L
chr5 + 119799972 PRR16
chr6 - 166719167 PRR18
chr19 + 42806283 PRR19
chr13 + 57715051 PRR20A
chr13 + 57715051 PRR20B
chr13 + 57715051 PRR20C
chr13 + 57715051 PRR20D
chr19 - 5782970 PRR22
chr3 - 138722803 PRR23A
chr3 - 138737872 PRR23B
chr3 - 138760943 PRR23C
chr16 + 855442 PRR25
chr6 + 30524485 PRR3
chr12 - 10998447 PRR4
chr22 + 45072687 PRR5
chr22 + 45098077 PRR5-ARHGAP8
chr11 + 36397534 PRR5L
chr5 + 176873795 PRR7
chr5 + 126853300 PRRC1
chrX + 37208527 PRRG1
chr19 + 50084586 PRRG2
chrX + 150866778 PRRG3
chr11 + 32851480 PRRG4
chr6_mcf_hap5 - 3495962 PRRT1
chr16 + 29823408 PRRT2
chr3 - 9990264 PRRT3
chr7 - 127990378 PRRT4
chr1 + 170633312 PRRX1
chr9 + 132427919 PRRX2
chr7 + 142457318 PRSS1
chr4 - 119201192 PRSS12
chr6 + 27215501 PRSS16
chr16 + 2867163 PRSS21
chr16 - 2902727 PRSS22
chr11 + 86511281 PRSS23
chr16 - 2762418 PRSS27
chr9 + 33795558 PRSS3
chr16 - 2889573 PRSS30P
chr16 - 2833953 PRSS33
chr6 + 84222193 PRSS35
chr16 - 31150246 PRSS36
chr7 - 141536077 PRSS37
chr1 + 228003417 PRSS38
chr16 + 2848485 PRSS41
chr3 - 46871893 PRSS42
chr3 - 46783580 PRSS45
chr4 + 152198324 PRSS48
chr3 - 46753605 PRSS50
chr16 - 31094744 PRSS53
chr16 - 58313900 PRSS54
chr8 + 10383055 PRSS55
chr16 - 31142753 PRSS8
chr10 - 25137535 PRTFDC1
chr15 - 55903738 PRTG
chr19 + 840984 PRTN3
chr9 - 79226291 PRUNE2
chr19 - 40899670 PRX
chrY - 24217902 PRY2
chr10 - 73576039 PSAP
chr4 - 7432020 PSAPL1
chr9 + 80911990 PSAT1
chr8 + 143751725 PSCA
chr10 - 104162373 PSD
chr5 + 139175405 PSD2
chr8 - 18384812 PSD3
chr2 + 113931559 PSD4
chr14 + 73603142 PSEN1
chr1 + 227058272 PSEN2
chr19 + 36236477 PSENEN
chr19 - 43371344 PSG1
chr19 - 43511808 PSG11
chr19 - 43568361 PSG2
chr19 - 43225793 PSG3
chr19 - 43696853 PSG4
chr19 - 43671894 PSG5
chr19 - 43407767 PSG6
chr19 - 43428283 PSG7
chr19 - 43256838 PSG8
chr19 - 43757433 PSG9
chr9 - 15470641 PSIP1
chr16 + 67927174 PSKH1
chr8 - 87059339 PSKH2
chr11 - 14526421 PSMA1
chr7 - 42956461 PSMA2
chr14 + 58711522 PSMA3
chr15 + 78832746 PSMA4
chr1 - 109941652 PSMA5
chr14 + 35761522 PSMA6
chr20 - 60711782 PSMA7
chr18 + 23713810 PSMA8
chr6 - 170844203 PSMB1
chr16 - 67968406 PSMB10
chr14 + 23511375 PSMB11
chr1 - 36065142 PSMB2
chr17 + 36908965 PSMB3
chr1 + 151372040 PSMB4
chr14 - 23495059 PSMB5
chr17 + 4699438 PSMB6
chr9 - 127115743 PSMB7
chr6_mann_hap4 - 4265689 PSMB8
chr6_qbl_hap6 + 4054044 PSMB9
chr14 + 90722893 PSMC1
chr7 + 102987970 PSMC2
chr11 - 47440319 PSMC3
chr17 - 40724327 PSMC3IP
chr19 + 40476911 PSMC4
chr17 + 61905043 PSMC5
chr14 + 53173895 PSMC6
chr2 + 231921577 PSMD1
chrX - 107327434 PSMD10
chr17 + 30771480 PSMD11
chr17 - 65334031 PSMD12
chr11 + 236807 PSMD13
chr2 + 162164785 PSMD14
chr3 + 184016885 PSMD2
chr17 + 38137020 PSMD3
chr1 + 151227196 PSMD4
chr9 - 123578331 PSMD5
chr3 - 63996224 PSMD6
chr16 + 74330672 PSMD7
chr19 + 38865189 PSMD8
chr12 + 122326636 PSMD9
chr14 + 24605366 PSME1
chr14 - 24612573 PSME2
chr17 + 40985158 PSME3
chr2 - 54091203 PSME4
chr20 + 1099235 PSMF1
chr21 - 40547383 PSMG1
chr18 + 12702986 PSMG2
chr7 - 1606969 PSMG3
chr6 + 3259161 PSMG4
chr6_mann_hap4 + 2430964 PSORS1C1
chr6 - 31105310 PSORS1C2
chr6 - 31141511 PSORS1C3
chr13 - 20277008 PSPC1
chr7 - 56078743 PSPH
chr19 - 6375158 PSPN
chr1 - 109822175 PSRC1
chr10 + 124739555 PSTK
chr15 + 77287425 PSTPIP1
chr18 - 43563501 PSTPIP2
chr1 - 28473676 PTAFR
chr9 - 72324437 PTAR1
chr19 + 797391 PTBP1
chr1 + 97187160 PTBP2
chr7 - 99014361 PTCD1
chr5 + 71616193 PTCD2
chr2 + 86333304 PTCD3
chr9 - 98205263 PTCH1
chr1 - 45285515 PTCH2
chrX + 23352984 PTCHD1
chr10 - 27687116 PTCHD3
chr6 + 42883726 PTCRA
chr8 + 97274113 PTDSS1
chr11 + 448267 PTDSS2
chr10 + 89623194 PTEN
chr9 - 33673501 PTENP1
chr10 + 16478941 PTER
chr10 + 23481459 PTF1A
chr14 + 52734430 PTGDR
chr9 + 139871955 PTGDS
chr19 - 14583277 PTGER1
chr14 + 52781015 PTGER2
chr1 - 71318035 PTGER3
chr5 + 40680031 PTGER4
chr9 - 132500614 PTGES
chr9 - 130882971 PTGES2
chr12 - 57057124 PTGES3
chr1 + 78956727 PTGFR
chr1 + 117452544 PTGFRN
chr19 - 47123724 PTGIR
chr20 - 48120410 PTGIS
chr9 - 114312001 PTGR1
chr14 + 74318533 PTGR2
chr9 + 125133283 PTGS1
chr1 - 186640943 PTGS2
chr11 - 13513591 PTH
chr3 + 46919235 PTH1R
chr19 - 49925670 PTH2
chr2 + 209271554 PTH2R
chr12 - 28115253 PTHLH
chr8 - 141668480 PTK2
chr8 + 27179918 PTK2B
chr20 - 62159775 PTK6
chr6 + 43044005 PTK7
chr2 + 232573234 PTMA
chr12 + 6875482 PTMS
chr7 - 136912091 PTN
chr19 + 50354376 PTOV1
chr6 + 64281916 PTP4A1
chr1 - 32372021 PTP4A2
chr8 + 142431487 PTP4A3
chr9 + 96846710 PTPDC1
chr11 + 47586981 PTPMT1
chr20 + 49126857 PTPN1
chr12 + 112856701 PTPN11
chr7 + 77167351 PTPN12
chr4 + 87515467 PTPN13
chr1 - 214522038 PTPN14
chr2 + 131113579 PTPN18
chr18 - 12785476 PTPN2
chr14 - 88932121 PTPN21
chr1 - 114356432 PTPN22
chr3 + 47422471 PTPN23
chr9 - 112137973 PTPN3
